"","name","id"
"1158","Early Childhood Education","1012"
"1159","Foreign Language Study","1266"
"1160","Health Education & Medical Training","254"
"1161","Homeschooling","791"
"1162","Legal Education","792"
"1163","Music Education & Instruction","1087"
"1164","Primary & Secondary Schooling (K-12)","371"
"1165","Special Education","1118"
"1166","Standardized & Admissions Tests","373"
"1167","Study Abroad","1308"
"1168","Teaching & Classroom Resources","700"
"1169","Training & Certification","1388"
"1170","Vocational & Continuing Education","369"
"1172","Computer Education","1229"
"1173","Jobs","60"
"1175","Career Resources & Planning","959"
"1176","Developer Jobs","802"
"1177","Job Listings","960"
"1178","Resumes & Portfolios","961"
"1179","Law & Government","19"
"1181","Government","76"
"1183","Courts & Judiciary","1075"
"1184","Embassies & Consulates","962"
"1185","Executive Branch","963"
"1186","Government Agencies","1387"
"1187","Government Contracting & Procurement","1385"
"1188","Intelligence & Counterterrorism","1221"
"1189","Legislative Branch","964"
"1190","Lobbying","1386"
"1191","Multilateral Organizations","965"
"1192","Public Finance","1161"
"1193","Public Policy","1316"
"1195","Drug Laws & Policy","1314"
"1196","Fiscal Policy News","1165"
"1197","Health Policy","1256"
"1198","Immigration Policy & Border Issues","1313"
"1199","International Relations","521"
"1200","Royalty","702"
"1201","State & Local Government","966"
"1202","Visa & Immigration","555"
"1203","Legal","75"
"1205","Accident & Personal Injury Law","427"
"1206","Bankruptcy","423"
"1207","Business & Corporate Law","1272"
"1208","Constitutional Law & Civil Rights","967"
"1209","Criminal Law","424"
"1210","Family Law","522"
"1211","Intellectual Property","426"
"1212","Labor & Employment Law","701"
"1213","Legal Education","792"
"1214","Legal Services","969"
"1215","Product Liability","970"
"1216","Vehicle Codes & Driving Laws","1294"
"1218","Drunk Driving Law","968"
"1219","Military","366"
"1221","Air Force","1247"
"1222","Army","1248"
"1223","Marines","1250"
"1224","Military History","1288"
"1225","Navy","1249"
"1226","Veterans","793"
"1227","Public Safety","166"
"1229","Crime & Justice","704"
"1231","Corporate & Financial Crime","1181"
"1232","Gangs & Organized Crime","1312"
"1233","Prisons & Corrections","1284"
"1234","Emergency Services","168"
"1235","Law Enforcement","535"
"1237","Intelligence & Counterterrorism","1221"
"1238","Public Health","947"
"1240","Health Policy","1256"
"1241","Occupational Health & Safety","644"
"1242","Poisons & Overdoses","946"
"1243","Vaccines & Immunizations","1263"
"1244","Security Products & Services","705"
"1245","Social Services","508"
"1247","Counseling Services","511"
"1248","Welfare & Unemployment","706"
"1249","News","16"
"1251","Broadcast & Network News","112"
"1252","Business News","784"
"1254","Company News","1179"
"1256","Company Earnings","1240"
"1257","Mergers & Acquisitions","1241"
"1258","Economy News","1164"
"1259","Financial Markets","1163"
"1260","Fiscal Policy News","1165"
"1261","Celebrities & Entertainment News","184"
"1262","Gossip & Tabloid News","507"
"1264","Scandals & Investigations","1259"
"1265","Health News","1253"
"1267","Health Policy","1256"
"1268","Journalism & News Industry","1204"
"1269","Local News","572"
"1270","Newspapers","408"
"1271","Politics","396"
"1273","Campaigns & Elections","398"
"1274","Left-Wing Politics","410"
"1275","Media Critics & Watchdogs","1203"
"1276","Opinion & Commentary","1201"
"1277","Political Polls & Surveys","1202"
"1278","Right-Wing Politics","409"
"1279","Sports News","1077"
"1280","Technology News","785"
"1281","Weather","63"
"1282","World News","1209"
"1283","Online Communities","299"
"1285","Blogging Resources & Services","504"
"1287","Microblogging","1381"
"1288","Dating & Personals","55"
"1290","Matrimonial Services","546"
"1291","Personals","102"
"1292","Photo Rating Sites","320"
"1293","File Sharing & Hosting","321"
"1294","Forum & Chat Providers","191"
"1295","Online Goodies","43"
"1297","Clip Art & Animated GIFs","1223"
"1298","Skins Themes & Wallpapers","578"
"1299","Social Network Apps & Add-Ons","847"
"1300","Online Journals & Personal Sites","582"
"1301","Photo & Video Sharing","275"
"1303","Photo & Image Sharing","978"
"1304","Video Sharing","979"
"1305","Social Networks","529"
"1307","Social Network Apps & Add-Ons","847"
"1308","Virtual Worlds","972"
"1309","People & Society","14"
"1311","Disabled & Special Needs","677"
"1313","Assistive Technology","1352"
"1315","Mobility Equipment & Accessories","1353"
"1316","Ethnic & Identity Groups","56"
"1318","Africans & Diaspora","579"
"1320","African-Americans","547"
"1321","Arabs & Middle Easterners","556"
"1322","Asians & Diaspora","1257"
"1324","East Asians & Diaspora","549"
"1325","South Asians & Diaspora","528"
"1326","Southeast Asians & Pacific Islanders","580"
"1327","Discrimination & Identity Relations","1205"
"1328","Eastern Europeans","682"
"1329","Expatriate Communities","973"
"1330","Gay-Lesbian-Bisexual-Transgender","113"
"1331","Indigenous Peoples","681"
"1333","Native Americans","171"
"1334","Jewish Culture","550"
"1336","Jewish Holidays","1124"
"1337","Latinos & Latin-Americans","548"
"1338","Western Europeans","683"
"1339","Family & Relationships","1131"
"1341","Etiquette","1304"
"1342","Family","1132"
"1344","Ancestry & Genealogy","400"
"1345","Baby & Pet Names","1231"
"1346","Parenting","58"
"1348","Adoption","974"
"1349","Babies & Toddlers","1374"
"1351","Baby Care & Hygiene","115"
"1352","Child Care","403"
"1353","Pregnancy & Maternity","401"
"1354","Youth Camps","402"
"1355","Friendship","1134"
"1356","Marriage","1133"
"1358","Divorce & Separation","1261"
"1359","Weddings","293"
"1360","Romance","1135"
"1361","Troubled Relationships","1260"
"1363","Divorce & Separation","1261"
"1364","Kids & Teens","154"
"1366","Children's Interests","679"
"1368","Children's Literature","1183"
"1369","Family Films","1291"
"1370","Family-Oriented Games & Activities","1290"
"1372","Drawing & Coloring","1397"
"1373","Dress-Up & Fashion Games","1173"
"1374","TV Family-Oriented Shows","1110"
"1375","Teen Interests","680"
"1376","Religion & Belief","59"
"1378","Astrology & Divination","448"
"1379","Buddhism","862"
"1380","Christianity","864"
"1382","Christian Holidays","1274"
"1384","Christmas","1078"
"1385","Easter","1123"
"1386","Hinduism","866"
"1387","Islam","868"
"1389","Islamic Holidays","1275"
"1390","Judaism","869"
"1391","Occult & Paranormal","449"
"1392","Pagan & Esoteric Traditions","1258"
"1393","Places of Worship","1296"
"1394","Scientology","1251"
"1395","Self-Help & Motivational","870"
"1396","Skeptics & Non-Believers","975"
"1397","Spirituality","101"
"1398","Theology & Religious Study","1340"
"1399","Seniors & Retirement","298"
"1400","Social Issues & Advocacy","54"
"1402","Animal Welfare","883"
"1403","Charity & Philanthropy","57"
"1404","Discrimination & Identity Relations","1205"
"1405","Drug Laws & Policy","1314"
"1406","Environmental Issues","82"
"1408","Climate Change & Global Warming","1255"
"1409","Health Policy","1256"
"1410","Housing & Development","1166"
"1411","Human Rights & Liberties","1280"
"1412","Immigration Policy & Border Issues","1313"
"1413","Media Critics & Watchdogs","1203"
"1414","Poverty & Hunger","1127"
"1415","Privacy Issues","1281"
"1416","Reproductive Rights","976"
"1417","Same-Sex Marriage","1301"
"1418","Work & Labor Issues","703"
"1420","Labor & Employment Law","701"
"1421","Unions & Labor Movement","1121"
"1422","Social Sciences","509"
"1424","Communications & Media Studies","1302"
"1426","Public Speaking","1303"
"1427","Demographics","510"
"1428","Economics","520"
"1429","International Relations","521"
"1430","Psychology","543"
"1431","Subcultures & Niche Interests","502"
"1433","Goth Subculture","503"
"1434","Science Fiction & Fantasy","676"
"1435","Pets & Animals","66"
"1437","Animal Products & Services","882"
"1439","Animal Welfare","883"
"1440","Pet Food & Supplies","379"
"1441","Veterinarians","380"
"1442","Pets","563"
"1444","Birds","884"
"1445","Cats","885"
"1446","Dogs","886"
"1447","Exotic Pets","607"
"1448","Fish & Aquaria","887"
"1449","Horses","888"
"1450","Rabbits & Rodents","889"
"1451","Reptiles & Amphibians","890"
"1452","Wildlife","119"
"1454","Insects & Entomology","1278"
"1455","Zoos-Aquariums-Preserves","1009"
"1456","Real Estate","29"
"1458","Apartments & Residential Rentals","378"
"1459","Commercial & Investment Real Estate","1178"
"1460","Property Development","687"
"1461","Property Inspections & Appraisals","463"
"1462","Property Management","425"
"1463","Real Estate Agencies","96"
"1464","Real Estate Listings","1080"
"1465","Timeshares & Vacation Properties","1081"
"1466","Reference","533"
"1468","Directories & Listings","527"
"1470","Business & Personal Listings","377"
"1471","General Reference","980"
"1473","Biographies & Quotations","690"
"1474","Calculators & Reference Tools","691"
"1475","Dictionaries & Encyclopedias","692"
"1476","Educational Resources","374"
"1477","Forms Guides & Templates","693"
"1479","Legal Forms","1137"
"1480","How-To, DIY & Expert Content","694"
"1481","Public Records","1136"
"1482","Time & Calendars","695"
"1483","Geographic Reference","1084"
"1485","City & Local Guides","1014"
"1486","Maps","268"
"1488","Traffic & Public Transit","685"
"1489","Humanities","474"
"1491","History","433"
"1493","Military History","1288"
"1494","Myth & Folklore","609"
"1495","Philosophy","1093"
"1496","Language Resources","108"
"1498","Dictionaries & Encyclopedias","692"
"1499","Foreign Language Resources","1264"
"1501","Foreign Language Study","1266"
"1502","Translation Tools & Resources","1265"
"1503","Libraries & Museums","375"
"1504","Social Sciences","509"
"1506","Communications & Media Studies","1302"
"1508","Public Speaking","1303"
"1509","Demographics","510"
"1510","Economics","520"
"1511","International Relations","521"
"1512","Psychology","543"
"1513","Technical Reference","1233"
"1515","Data Sheets & Electronics Reference","900"
"1516","Technical Support","567"
"1517","Science","174"
"1519","Astronomy","435"
"1520","Biological Sciences","440"
"1522","Anatomy","788"
"1523","Flora & Fauna","981"
"1525","Insects & Entomology","1278"
"1526","Genetics","982"
"1527","Neuroscience","1226"
"1528","Chemistry","505"
"1529","Computer Science","1227"
"1531","Computer Education","1229"
"1532","Distributed & Parallel Computing","1298"
"1533","Machine Learning & Artificial Intelligence","1299"
"1534","Programming","31"
"1536","C & C++","731"
"1537","Developer Jobs","802"
"1538","Development Tools","730"
"1539","Java","732"
"1540","Scripting Languages","733"
"1541","Windows & .NET","734"
"1542","Earth Sciences","1168"
"1544","Atmospheric Science","1254"
"1546","Climate Change & Global Warming","1255"
"1547","Geology","443"
"1548","Paleontology","1169"
"1549","Water & Marine Sciences","441"
"1550","Ecology & Environment","442"
"1552","Climate Change & Global Warming","1255"
"1553","Engineering & Technology","231"
"1555","CAD & CAM","1300"
"1556","Robotics","1141"
"1557","Technology News","785"
"1558","Mathematics","436"
"1560","Statistics","1252"
"1561","Physics","444"
"1562","Scientific Equipment","445"
"1563","Scientific Institutions","446"
"1564","Shopping","18"
"1566","Antiques & Collectibles","64"
"1567","Apparel","68"
"1569","Apparel Services","1228"
"1570","Athletic Apparel","983"
"1571","Casual Apparel","984"
"1573","T-Shirts","428"
"1574","Children's Clothing","985"
"1575","Clothing Accessories","124"
"1577","Gems & Jewelry","350"
"1578","Handbags & Purses","986"
"1579","Watches","987"
"1580","Costumes","988"
"1581","Eyewear","989"
"1583","Eyeglasses & Contacts","1224"
"1584","Footwear","697"
"1585","Formal Wear","990"
"1586","Headwear","991"
"1587","Men's Clothing","992"
"1588","Outerwear","993"
"1589","Sleepwear","994"
"1590","Swimwear","995"
"1591","Undergarments","530"
"1592","Uniforms & Workwear","996"
"1593","Women's Clothing","997"
"1594","Auctions","292"
"1595","Classifieds","61"
"1596","Consumer Electronics","78"
"1598","Audio Equipment","361"
"1600","Headphones","1396"
"1601","MP3 & Portable Media Players","227"
"1602","Speakers","1158"
"1603","Stereo Systems & Components","91"
"1604","Camera & Photo Equipment","573"
"1606","Binoculars, Telescopes & Optical Devices","1384"
"1607","Cameras & Camcorders","306"
"1609","Camcorders","308"
"1610","Camera Lenses","1383"
"1611","Cameras","307"
"1612","Car Electronics","1188"
"1614","Car Audio","230"
"1615","Car Video","1189"
"1616","GPS & Navigation","794"
"1617","Electronic Accessories","1192"
"1618","Gadgets & Portable Electronics","362"
"1620","E-Book Readers","1324"
"1621","Handheld Game Consoles","1046"
"1622","MP3 & Portable Media Players","227"
"1623","PDAs & Handhelds","228"
"1624","Game Systems & Consoles","899"
"1626","Handheld Game Consoles","1046"
"1627","Nintendo","1043"
"1628","Sony PlayStation","1044"
"1629","Xbox","1045"
"1630","GPS & Navigation","794"
"1631","TV & Video Equipment","229"
"1633","DVRs & Set-Top Boxes","1393"
"1634","Home Theater Systems","1157"
"1635","Projectors & Screens","1334"
"1636","Televisions","305"
"1638","HDTVs","1354"
"1639","LCD TVs","1356"
"1640","Plasma TVs","1355"
"1641","Projection TVs","1357"
"1642","Video Players & Recorders","492"
"1644","Blu-Ray Players & Recorders","1394"
"1645","DVD Players & Recorders","1395"
"1646","Consumer Resources","69"
"1648","Consumer Advocacy & Protection","97"
"1649","Coupons & Discount Offers","365"
"1650","Customer Services","450"
"1652","Loyalty Cards & Programs","1309"
"1653","Technical Support","567"
"1654","Warranties & Service Contracts","451"
"1655","Product Reviews & Price Comparisons","353"
"1657","Price Comparisons","352"
"1658","Vehicle Specs, Reviews & Comparisons","1267"
"1659","Entertainment Media","1143"
"1661","Book Retailers","355"
"1662","CD & Audio Shopping","217"
"1663","DVD & Video Shopping","210"
"1665","DVD & Video Rentals","1145"
"1666","Entertainment Media Rentals","1144"
"1668","DVD & Video Rentals","1145"
"1669","Video Game Retailers","1146"
"1670","Gifts & Special Event Items","70"
"1672","Cards & Greetings","100"
"1673","Flowers","323"
"1674","Gifts","99"
"1675","Party & Holiday Supplies","324"
"1676","Luxury Goods","696"
"1677","Mass Merchants & Department Stores","73"
"1678","Photo & Video Services","576"
"1680","Stock Photography","574"
"1681","Shopping Portals & Search Engines","531"
"1682","Sporting Goods","263"
"1684","Bicycles & Accessories","1191"
"1685","Sports Memorabilia","1083"
"1686","Swap Meets & Outdoor Markets","1210"
"1687","Ticket Sales","614"
"1688","Tobacco Products","123"
"1689","Toys","432"
"1690","Wholesalers & Liquidators","1225"
"1691","Sports","20"
"1693","College Sports","1073"
"1694","Combat Sports","514"
"1696","Boxing","515"
"1697","Martial Arts","516"
"1698","Wrestling","512"
"1699","Extreme Sports","554"
"1701","Drag & Street Racing","1206"
"1702","Stunts & Dangerous Feats","1207"
"1703","Fantasy Sports","998"
"1704","Individual Sports","1000"
"1706","Bowling","1016"
"1707","Cycling","458"
"1709","Bicycles & Accessories","1191"
"1710","Golf","261"
"1711","Gymnastics","519"
"1712","Racquet Sports","262"
"1714","Tennis","1376"
"1715","Running & Walking","541"
"1716","Skate Sports","1126"
"1717","Track & Field","518"
"1718","Live Sporting Events","1273"
"1719","Motor Sports","180"
"1721","Drag & Street Racing","1206"
"1722","Sporting Goods","263"
"1724","Bicycles & Accessories","1191"
"1725","Sports Memorabilia","1083"
"1726","Sports Coaching & Training","1082"
"1727","Sports News","1077"
"1728","Team Sports","1001"
"1730","American Football","258"
"1731","Baseball","259"
"1732","Basketball","264"
"1733","Cheerleading","534"
"1734","Cricket","296"
"1735","Handball","1017"
"1736","Hockey","260"
"1737","Rugby","517"
"1738","Soccer","294"
"1739","Volleyball","699"
"1740","Water Sports","118"
"1741","Winter Sports","265"
"1743","Ice Skating","1149"
"1744","Skiing & Snowboarding","1148"
"1745","World Sports Competitions","1198"
"1747","Olympics","513"
"1748","Travel","67"
"1750","Air Travel","203"
"1752","Airport Parking & Transportation","1245"
"1753","Recreational Aviation","999"
"1755","Personal Aircraft","1147"
"1756","Bus & Rail","708"
"1757","Car Rental & Taxi Services","205"
"1758","Carpooling & Ridesharing","1339"
"1759","Cruises & Charters","206"
"1760","Hotels & Accommodations","179"
"1761","Luggage & Travel Accessories","1003"
"1762","Specialty Travel","1004"
"1764","Adventure Travel","707"
"1765","Agritourism","1389"
"1766","Ecotourism","1005"
"1767","Sightseeing Tours","1390"
"1768","Vineyards & Wine Tourism","1391"
"1769","Tourist Destinations","208"
"1771","Beaches & Islands","1074"
"1772","Historical Sites & Buildings","1006"
"1773","Lakes & Rivers","1120"
"1774","Mountain & Ski Resorts","1119"
"1775","Regional Parks & Gardens","1007"
"1776","Theme Parks","1008"
"1777","Zoos-Aquariums-Preserves","1009"
"1778","Travel Agencies & Services","1010"
"1780","Tourist Boards & Visitor Centers","1392"
"1781","Vacation Offers","1019"
"1782","Travel Guides & Travelogues","1011"
